coingecko-id:,cardano,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,ethereum,wrapped-steth,hedera-hashgraph,hbarx,indigo-dao-governance-token,chainlink,litecoin,near,pax-gold,snek,solana,undead-blocks,tether,usd-coin
2026-03-11,0.261604,0.03002542,9.6,12.02,640.58,69197,0.092437,2021.03,2481.71,0.094253,0.130552,0.191181,8.96,54.13,1.3,5176.63,0.00054706,85.04,0.00242749,0.999953,0.999908
2026-03-12,0.2618,0.03004415,9.56,12,651.96,70364,0.094749,2060.72,2532,0.09484,0.131527,0.191896,9.03,54.29,1.32,5173.94,0.00050416,86.73,0.00244704,1,1
2026-03-13,0.271586,0.03069954,9.88,12.39,660.23,71427,0.098067,2119.7,2607.8,0.096927,0.135444,0.201124,9.25,55.38,1.36,5039.48,0.00052201,89.45,0.00246476,1,0.999974
2026-03-14,0.260777,0.03037025,9.56,11.99,653.3,70765,0.095105,2076.72,2551.2,0.092664,0.128227,0.194849,8.99,54.62,1.31,5028.57,0.00049264,87.01,0.00245977,1,0.9999
2026-03-15,0.265105,0.03077859,9.83,12.31,661.37,71708,0.096221,2116.13,2600.95,0.095885,0.133588,0.205519,9.26,55.38,1.35,5009.41,0.00050074,88.34,0.00244123,1,0.9999
2026-03-16,0.285891,0.03179021,10.24,12.84,679.48,73828,0.100184,2288.05,2812.25,0.09851,0.136304,0.219023,9.72,57.65,1.4,5014.05,0.00053088,93.9,0.00248916,1,0.999999
2026-03-17,0.284633,0.03080811,10.24,12.8,665.96,73860,0.099052,2320.57,2851.13,0.098506,0.135988,0.212906,9.74,57.47,1.45,5011.29,0.00052314,93.44,0.00248539,1,0.999872
2026-03-18,0.276586,0.03062612,9.79,12.26,657.65,72490,0.096033,2244.12,2758.96,0.096623,0.136043,0.206238,9.41,56.11,1.42,4878.88,0.00051145,90.63,0.00244488,1,0.999899
2026-03-19,0.267554,0.02966271,9.49,11.89,642.1,69597,0.093582,2154.43,2649.73,0.092736,0.128281,0.196663,9.04,55.17,1.35,4607.71,0.000492,88.98,0.00242703,0.999925,0.999951
2026-03-20,0.26796,0.02931706,9.51,11.92,642.14,70405,0.093995,2140.93,2634.58,0.0935,0.129638,0.197502,9.09,55.45,1.34,4682.61,0.00048345,89.26,0.00240991,0.999849,0.999872
2026-03-21,0.264642,0.02890335,9.51,11.91,644.14,70750,0.094026,2159.26,2655.62,0.092783,0.128864,0.195722,9.1,56.04,1.31,4506.69,0.00045816,89.99,0.00243803,0.999783,0.999999
2026-03-22,0.256468,0.02882943,9.15,11.47,630.23,68640,0.0913,2082.01,2562.81,0.090278,0.125709,0.181739,8.82,54.24,1.29,4505.18,0.00042188,87.35,0.00219927,0.999801,0.999895
2026-03-23,0.249309,0.02874857,8.99,11.26,624.84,68180,0.089692,2039.03,2507.4,0.089398,0.124639,0.173447,8.63,53.67,1.26,4258.73,0.00042973,85.58,0.0022005,0.999588,0.999941
2026-03-24,0.265204,0.02900477,9.59,12.04,637.05,71190,0.095137,2160.86,2656.7,0.094131,0.131081,0.167121,9.24,55.82,1.33,4423.81,0.00047707,91.84,0.00218074,0.999663,0.999915
2026-03-25,0.27163,0.02892292,9.67,12.13,649.42,71252,0.096632,2180.83,2684,0.095079,0.132125,0.181616,9.36,56.32,1.29,4550.99,0.00047899,92.4,0.00218374,0.999743,0.999818
2026-03-26,0.262078,0.02885053,9.44,11.83,635.39,70102,0.092756,2122.85,2610.93,0.092129,0.127978,0.167847,9.1,55.25,1.23,4457.2,0.0004564,89.03,0.00196848,0.999583,0.999824
2026-03-27,0.254747,0.02858343,9.05,11.35,628.38,68551,0.092119,2068.73,2544.82,0.091092,0.12497,0.160443,8.9,54.92,1.23,4449.58,0.00044487,85.88,0.00165649,0.999362,0.999805
2026-03-28,0.247044,0.0281044,8.81,11.05,612.82,66397,0.090568,2003.12,2464.71,0.089941,0.124528,0.156613,8.59,53.83,1.17,4501.56,0.00043982,83.35,0.00156109,0.999324,0.99981
2026-03-29,0.24497,0.02733603,8.74,10.97,612.87,66585,0.091075,2002.67,2464.88,0.089279,0.124573,0.163516,8.51,54.03,1.16,4493.77,0.00040923,82.35,0.00162138,0.999241,0.999748
2026-03-30,0.250098,0.02742025,8.95,11.24,618.91,67790,0.093259,2062.27,2537.89,0.090472,0.124678,0.16887,8.77,54.23,1.21,4537.49,0.00040616,84.21,0.00160086,0.999137,0.999751
2026-03-31,0.243272,0.02682895,8.9,11.19,609.95,67242,0.091155,2051.52,2524.63,0.085451,0.119709,0.15739,8.69,53.78,1.18,4557.77,0.00040793,82.95,0.00158375,0.999068,0.999702
2026-04-01,0.248817,0.02696875,9.32,11.7,615.68,68551,0.093103,2127.88,2621.21,0.089824,0.125892,0.159916,9.06,54.27,1.22,4707.36,0.0004479,83.75,0.00159109,0.999555,0.999824
2026-04-02,0.238769,0.02655398,8.74,10.97,591.85,66909,0.090252,2055.33,2530.05,0.087112,0.120268,0.152182,8.56,52.4,1.16,4636.51,0.00043736,79.58,0.00141737,0.999755,0.999921
2026-04-03,0.243618,0.02607738,8.89,11.16,586.61,67034,0.091151,2065.43,2542.65,0.089872,0.124701,0.158131,8.72,52.84,1.2,4657.5,0.00043755,79.9,0.00128216,0.999884,0.999849
2026-04-04,0.245429,0.02580244,8.89,11.16,589.89,66988,0.091306,2053.31,2528.65,0.087495,0.121756,0.157919,8.66,53.22,1.23,4650.81,0.00041584,80.26,0.00125077,0.999849,1
2026-04-05,0.241812,0.02594553,8.8,11.05,589.83,66772,0.090114,2035.43,2505.02,0.086438,0.120566,0.149803,8.53,52.68,1.24,4646.28,0.00041175,79.61,0.00124397,0.999823,1
2026-04-06,0.255553,0.02584578,9.4,11.8,604.28,69164,0.092133,2136.38,2628.3,0.088561,0.123183,0.158298,8.97,54.12,1.27,4674.66,0.00042791,81.82,0.00126255,0.999725,0.999958
2026-04-07,0.243404,0.02764401,8.66,10.89,599.76,68653,0.090678,2105.27,2593.36,0.086741,0.12028,0.149994,8.78,53.36,1.24,4632.72,0.00040464,79.93,0.00126038,0.999941,0.999918
2026-04-08,0.261266,0.02769983,9.39,11.79,613.13,71774,0.094654,2257.41,2779.56,0.091674,0.127807,0.160016,9.26,55.14,1.35,4794.28,0.00042543,84.52,0.00126248,0.999949,0.999899
2026-04-09,0.250366,0.02769195,9.06,11.4,599.68,70914,0.091276,2179.15,2686.58,0.088865,0.123505,0.148804,8.76,53.96,1.34,4711.91,0.00041989,82.22,0.00126077,0.99995,0.999968
2026-04-10,0.250304,0.02821986,9.26,11.65,598.93,71594,0.092025,2181.35,2686.21,0.088118,0.123401,0.147674,8.9,54.37,1.35,4733.41,0.00042519,82.99,0.00178058,1,0.999856
2026-04-11,0.250665,0.02742995,9.3,11.69,606.51,72787,0.092885,2233.96,2752.15,0.088122,0.123609,0.151441,9.01,54.64,1.34,4733.88,0.00044887,84.28,0.00148308,1,0.999853
2026-04-12,0.241971,0.02674316,9.03,11.34,594.79,71750,0.091457,2220.65,2733.74,0.086321,0.121284,0.145298,8.81,53.85,1.34,4715.17,0.00042602,82.35,0.00147986,1,1
2026-04-13,0.238145,0.02676741,9.02,11.33,596.3,70672,0.090879,2184.68,2690.1,0.084984,0.119362,0.144117,8.71,53.06,1.38,4709.63,0.00041824,81.84,0.00147911,1,0.999769
2026-04-14,0.242739,0.02708098,9.4,11.8,616.89,74567,0.093632,2378.78,2930.12,0.086549,0.119675,0.147489,9.2,54.36,1.44,4765.25,0.0004145,85.85,0.0014819,1,0.999742
2026-04-15,0.239688,0.02704516,9.33,11.72,612.05,73925,0.093002,2322.23,2858.08,0.085257,0.118508,0.138788,9.05,54.21,1.35,4803.24,0.00041436,83.03,0.00145124,1,0.999743
2026-04-16,0.250079,0.0273868,9.49,11.93,622.11,74702,0.096416,2340.52,2880.83,0.088239,0.122688,0.145877,9.3,55.65,1.43,4802.58,0.00043711,85.22,0.00148104,1,0.999729
2026-04-17,0.256522,0.02724388,9.64,12.11,628.29,75041,0.098085,2337.6,2881.16,0.090843,0.126524,0.153372,9.48,56,1.42,4771.65,0.00047898,88.39,0.00148124,1,0.999833
2026-04-18,0.258745,0.02764988,9.71,12.21,643.72,76957,0.098916,2404.2,2961.62,0.090228,0.125944,0.150082,9.61,56.6,1.42,4812.98,0.00052259,88.39,0.00147131,1,0.999846
2026-04-19,0.245926,0.02827545,9.21,11.56,620,75266,0.094182,2316.8,2842.82,0.088322,0.122498,0.145138,9.18,55.14,1.34,4782.16,0.00047886,84.89,0.00147147,1,0.999924
2026-04-20,0.245231,0.02910249,9.17,11.51,623.79,74732,0.094148,2294.46,2820.45,0.088708,0.124081,0.14043,9.17,54.83,1.34,4781.75,0.00048238,84.68,0.00147015,1,0.999735
2026-04-21,0.250261,0.02805667,9.38,11.78,634.37,76359,0.095467,2323.09,2854.07,0.090787,0.125882,0.159442,9.38,55.31,1.38,4774.8,0.00048838,85.91,0.00145068,1,0.99969
2026-04-22,0.255183,0.02791499,9.58,12.04,642.48,78067,0.09777,2388.19,2935.49,0.090922,0.126743,0.159267,9.51,56.3,1.41,4745.64,0.00050666,87.88,0.00146001,1,0.999508
2026-04-23,0.247002,0.02780998,9.28,11.64,635.84,78006,0.096095,2339.7,2868.38,0.090832,0.126627,0.153221,9.23,55.21,1.39,4706.83,0.00049753,85.76,0.00149126,1,0.999796
2026-04-24,0.249602,0.02802885,9.38,11.78,637.69,77870,0.097946,2318.16,2856.14,0.090505,0.127285,0.154773,9.31,56.13,1.41,4682.18,0.00052565,85.49,0.00145031,1,0.999805
2026-04-25,0.251661,0.02795773,9.46,11.89,637.14,77518,0.098446,2317.31,2839.3,0.091374,0.127978,0.155267,9.41,56.47,1.42,4697.61,0.00050478,86.39,0.00149059,1,0.999804
2026-04-26,0.251247,0.02778312,9.43,11.84,631.94,78079,0.09842,2332.38,2870.21,0.092189,0.128126,0.156919,9.41,56.27,1.41,4693.93,0.00050038,86.59,0.00149064,1,0.99981
2026-04-27,0.247942,0.02716575,9.26,11.64,628.36,77821,0.098224,2319.89,2843.32,0.091071,0.126595,0.149816,9.33,55.48,1.37,4694.12,0.00047892,85.52,0.00146058,1,0.999868
2026-04-28,0.245047,0.02656703,9.15,11.49,621.72,76211,0.098528,2273.54,2798.71,0.088681,0.124077,0.146221,9.2,54.96,1.35,4574.15,0.00046628,83.32,0.00145058,0.999869,0.999837
2026-04-29,0.24937,0.0263021,9.26,11.64,625.34,76994,0.105519,2323.96,2860.87,0.089815,0.125611,0.144814,9.28,55.91,1.36,4566.58,0.00046771,84.49,0.00149,0.999814,0.999786
2026-04-30,0.246769,0.02661416,9.15,11.49,616.61,76054,0.107077,2257.13,2782.06,0.088397,0.124515,0.14272,9.11,55.58,1.32,4608.46,0.00046066,83.12,0.00146941,0.999485,0.99976
2026-05-01,0.249325,0.02616152,9.13,11.47,618.27,77336,0.108574,2284.39,2816.03,0.088047,0.123477,0.14143,9.17,55.23,1.3,4562.69,0.00047,84.14,0.00148911,0.999617,0.999764
2026-05-02,0.247706,0.02640237,9.09,11.43,615.32,78230,0.107765,2300.45,2839.72,0.087719,0.123375,0.143337,9.08,55.34,1.29,4600.46,0.00045862,83.66,0.00148985,0.999742,0.999855
2026-05-03,0.248944,0.02652115,9.06,11.4,617.18,78412,0.107957,2308.74,2848.26,0.087874,0.124615,0.144891,9.12,55.02,1.28,4605,0.00046177,83.86,0.00147059,0.999859,0.999946
2026-05-04,0.251732,0.02676888,9.2,11.59,628.39,79748,0.112185,2360.98,2903.76,0.089102,0.124848,0.142961,9.41,55.76,1.28,4574.46,0.00046077,84.78,0.00147,0.999687,0.999764
2026-05-05,0.257045,0.02713973,9.34,11.75,627.11,80693,0.111477,2372.4,2923.51,0.089095,0.124336,0.146146,9.56,55.35,1.27,4549.64,0.00047133,84.67,0.00145987,0.999789,0.999857
2026-05-06,0.27077,0.02708556,9.69,12.18,644.19,81812,0.116019,2391.87,2949.73,0.092312,0.128501,0.153841,10.13,57.65,1.42,4684.03,0.00053023,88.83,0.0014905,0.999752,0.999733
2026-05-07,0.269676,0.02726199,9.63,12.1,649.66,81028,0.111434,2332.96,2877.09,0.091426,0.126352,0.153196,10.06,57.31,1.49,4736.99,0.00051692,89.86,0.00147067,0.99994,0.999567
2026-05-08,0.262244,0.0273283,9.53,11.99,636.28,79730,0.106518,2281.59,2813.62,0.090328,0.126309,0.14791,9.89,56.49,1.54,4703.33,0.00048768,88.2,0.00146044,0.999783,0.999826
2026-05-09,0.275911,0.02771715,9.98,12.57,650.13,80374,0.110496,2317.61,2862.08,0.093385,0.131069,0.151534,10.48,58.68,1.58,4704.71,0.00054652,93.77,0.0014714,0.999827,0.999808
2026-05-10,0.272463,0.02842427,10.03,12.63,650,80828,0.108621,2329.08,2873.35,0.094215,0.131458,0.161353,10.48,58.54,1.58,4708.17,0.00053721,93.91,0.00145985,0.999829,0.999847
2026-05-11,0.28025,0.02818833,10.18,12.81,653.82,81096,0.110022,2337.67,2885.13,0.09707,0.134441,0.163424,10.63,58.84,1.57,4657.94,0.0005645,95.45,0.00144928,0.99969,0.999713
2026-05-12,0.274595,0.02803409,9.9,12.47,659,80699,0.109301,2283.85,2817.2,0.095062,0.133674,0.159295,10.3,57.98,1.58,4690.4,0.00058211,95.48,0.00146956,0.999554,0.999748
2026-05-13,0.276304,0.02789346,10.11,12.75,685.06,81210,0.113573,2320.6,2862.35,0.095344,0.133743,0.161398,10.76,58.75,1.61,4683.1,0.00057296,95.72,0.00146044,0.999612,1
2026-05-14,0.264675,0.02793293,9.69,12.21,671.41,79729,0.113076,2261.39,2792.75,0.09287,0.130866,0.15583,10.24,57.01,1.58,4684.81,0.00055558,90.88,0.00147547,0.999503,0.999668
2026-05-15,0.266862,0.02780014,9.76,12.31,682.5,80501,0.114569,2256.62,2790.54,0.093579,0.131589,0.156886,10.29,58.25,1.55,4551.49,0.000566,91.23,0.0013495,0.999716,0.999743
2026-05-16,0.255818,0.02745544,9.35,11.81,661.24,78466,0.110271,2194.73,2712.51,0.090901,0.127483,0.15078,9.81,56.21,1.5,4535.23,0.00055309,87.49,0.00134965,0.999462,0.999799
2026-05-17,0.255585,0.0265728,9.31,11.73,653.64,78050,0.110246,2185.01,2692.28,0.091366,0.126917,0.149054,9.75,56.24,1.53,4529.93,0.00053282,86.74,0.00136945,0.999567,0.999815
2026-05-18,0.248219,0.0265107,9.06,11.42,638.33,76772,0.104177,2114.42,2606.4,0.088479,0.124081,0.144086,9.41,53.49,1.51,4534.76,0.00054313,84.29,0.00136904,0.999429,0.999772
2026-05-19,0.249772,0.02641261,9.17,11.56,640,76815,0.10413,2116.94,2606.34,0.089699,0.125156,0.145265,9.59,54.15,1.62,4536.88,0.00052426,84.63,0.00134946,0.999173,0.999746
2026-05-20,0.2494,0.02618086,9.21,11.6,643.66,77507,0.103755,2129.94,2632.09,0.089059,0.124038,0.146501,9.58,54.07,1.64,4488.53,0.00051957,84.88,0.00133825,0.998942,0.999712
2026-05-21,0.246296,0.02648478,9.3,11.74,648.83,77205,0.104136,2111.14,2609.25,0.088161,0.124445,0.13701,9.55,53.59,1.74,4508.01,0.000519,85.73,0.00136753,0.998962,0.999677
2026-05-22,0.251017,0.03017043,9.47,11.93,654.76,77195,0.105616,2119.93,2619.29,0.089856,0.125812,0.141201,9.81,53.98,2.21,4523.84,0.00054247,86.98,0.00138023,0.998856,0.999701
2026-05-23,0.238076,0.02747148,8.88,11.21,639.7,74592,0.099534,2027.43,2506.3,0.085606,0.120812,0.132756,9.15,51.99,2.07,4497.79,0.00053433,81.97,0.00135932,0.998831,0.999775
2026-05-24,0.245395,0.02851539,9.34,11.77,657.92,76806,0.102783,2119,2618.34,0.089324,0.125241,0.137832,9.59,53.43,2.37,4536.05,0.00053434,86.44,0.00132854,0.998749,0.999738
2026-05-25,0.245515,0.0284797,9.4,11.85,660.52,77361,0.102705,2113.64,2610.8,0.089745,0.124432,0.1377,9.57,52.73,2.45,4556.66,0.00051813,85.92,0.00136918,0.998902,0.999726
2026-05-26,0.244737,0.03081847,9.38,11.85,662.09,76991,0.102739,2121.07,2622.28,0.088465,0.123095,0.137745,9.59,52.74,2.75,4514.48,0.00048704,85.18,0.00133946,0.998863,0.999742
2026-05-27,0.240325,0.02993104,9.18,11.59,652.24,75745,0.10185,2077.88,2565.77,0.086075,0.120544,0.150911,9.42,52.24,2.53,4484.82,0.00048689,83.89,0.00134892,0.998506,0.999634
2026-05-28,0.228721,0.02796528,8.76,11.05,631.05,72701,0.097396,1971.91,2434.9,0.082624,0.115125,0.139004,8.8,50.39,2.37,4381.76,0.00046597,80.51,0.00133799,0.998317,0.999541
2026-05-29,0.235267,0.02739271,8.92,11.28,636.95,73578,0.099258,2011.6,2482.01,0.093501,0.132375,0.148712,8.99,51.74,2.48,4505.09,0.00047103,82,0.0013292,0.998555,0.999459
2026-05-30,0.235436,0.02818855,8.93,11.28,665.89,73522,0.101281,2012.88,2488.33,0.097323,0.136821,0.15083,9.16,52.36,2.36,4525.19,0.00047693,82.48,0.0013284,0.998782,0.999701
2026-05-31,0.237374,0.02884344,9.03,11.41,734.3,73966,0.10069,2027.36,2504.81,0.096696,0.134623,0.144933,9.21,52.4,2.33,4525.58,0.00049267,82.83,0.00134879,0.998513,0.999588
2026-06-01,0.2323,0.02859907,8.83,11.15,688.09,72858,0.099834,1981.74,2450,0.095383,0.133769,0.140439,9,51.23,2.33,4494.67,0.00046611,81.16,0.00136901,0.99862,0.999597
2026-06-02,0.223269,0.02809189,8.69,10.97,681.54,69877,0.098828,1976.53,2445.38,0.090323,0.126912,0.133907,8.81,49.25,2.58,4525.17,0.00043895,79.33,0.00133812,0.998475,0.999617
2026-06-03,0.217421,0.02805977,8.31,10.51,643.38,67102,0.094194,1874.23,2318.95,0.088285,0.123647,0.130138,8.54,48.24,2.83,4453.33,0.00038236,75.07,0.00133826,0.998691,0.999676
2026-06-04,0.196774,0.028207,7.88,9.95,601.74,63787,0.089336,1779.4,2198.2,0.086351,0.121642,0.110058,8.12,46.45,2.45,4457.79,0.00036876,69.96,0.00134946,0.998989,0.99961
2026-06-05,0.161956,0.02610509,7.17,9.07,579.93,61829,0.083857,1656.3,2048.85,0.081029,0.113506,0.069096,7.49,43.45,2.09,4441.43,0.00029551,65.06,0.00133933,0.999051,0.99962
2026-06-06,0.154403,0.02346728,6.63,8.37,576.65,61045,0.080849,1570.63,1940.21,0.079031,0.109669,0.078708,7.32,42.27,1.95,4305.72,0.00028273,62.8,0.00119988,0.999401,0.999737
2026-06-07,0.161963,0.02398445,6.81,8.62,588.12,62096,0.084687,1612.26,1998.53,0.081902,0.114593,0.094186,7.7,42.1,1.93,4310.21,0.00029605,64.87,0.00119976,0.999533,0.999643
2026-06-08,0.1617,0.02434795,6.63,8.39,595.31,63036,0.085235,1667.06,2064.68,0.08147,0.113462,0.097891,7.84,42.65,2.15,4293.14,0.0003142,65.62,0.00116988,0.999283,0.999783
2026-06-09,0.169902,0.02517568,6.77,8.58,603.64,63354,0.086497,1688.62,2094.69,0.081303,0.114222,0.105668,7.97,42.98,2.18,4329.26,0.00035965,67.24,0.00118015,0.999359,0.99971
2026-06-10,0.160809,0.02477391,6.53,8.27,585.48,61419,0.083669,1630.16,2018.85,0.078458,0.110775,0.102557,7.71,42.43,2.08,4201.06,0.00032812,64.21,0.00096038,0.999159,0.999778
2026-06-11,0.164806,0.02619798,6.58,8.31,594.95,62607,0.084691,1652.66,2042.88,0.078854,0.110621,0.108514,7.76,42.47,2.03,4095.1,0.00033829,64.91,0.00083091,0.998835,0.999778
2026-06-12,0.168594,0.0269303,6.55,8.28,598.22,63020,0.08554,1658.63,2048.84,0.078912,0.110557,0.11175,7.79,42.36,2.06,4171.74,0.0003637,66.19,0.00099758,0.998634,0.999569
2026-06-13,0.17038,0.02661023,6.6,8.33,601.06,63649,0.086403,1666.22,2060.92,0.077238,0.10893,0.113534,7.89,43.23,2.01,4210.78,0.00039052,66.89,0.00085147,0.999443,0.999856
2026-06-14,0.171212,0.02658156,6.65,8.41,610.75,64221,0.087367,1674.55,2069.36,0.078759,0.109617,0.114211,7.91,43.98,2.11,4225.72,0.00039756,68.09,0.00101976,0.999516,0.999814
2026-06-15,0.181012,0.02635354,6.78,8.57,616.46,65674,0.088805,1720.05,2130.17,0.081598,0.11431,0.120429,8.21,45.21,2.39,4331.02,0.00044459,71.43,0.00098979,0.999275,0.999761
2026-06-16,0.179346,0.02637654,6.97,8.8,616.31,66541,0.088161,1781.99,2205.34,0.083395,0.116784,0.120211,8.32,45.97,2.47,4329.67,0.00042801,74.75,0.00098004,0.999334,0.999712
2026-06-17,0.170628,0.02590038,6.9,8.74,605.83,65489,0.086721,1785.38,2207.65,0.0808,0.113682,0.111012,8.3,45.53,2.29,4315.25,0.00041289,73.15,0.00096903,0.998958,0.999636

2026-06-18,0.165319,0.02576611,6.63,8.39,588.25,64102,0.08458,1736.1,2145.43,0.080021,0.112784,0.110253,7.97,44.36,2.2,4296.84,0.00038248,71.33,0.00094915,0.998947,0.99983

2026-06-19,0.159822,0.02558739,6,7.58,573.35,62574,0.082335,1694.48,2098.7,0.078993,0.112211,0.104921,7.85,43.4,2.12,4159.91,0.00036699,68.37,0.00086957,0.999006,0.999782

2026-06-20,0.163448,0.02601591,5.99,7.57,587.01,63676,0.083991,1724.43,2136.93,0.080256,0.113719,0.106721,7.98,44.26,2.16,4154.35,0.00036836,72.12,0.00084924,0.999085,0.999866

2026-06-21,0.160939,0.02619339,6.23,7.88,589.7,64193,0.083305,1733.62,2148.54,0.079947,0.112907,0.105858,7.93,44.69,2.22,4158.98,0.00036815,73.31,0.00085888,0.998885,0.999862

2026-06-22,0.160867,0.02625154,6.25,7.89,592.48,64062,0.083422,1744.82,2162.77,0.079198,0.112563,0.107564,7.97,44.92,2.15,4183.43,0.00034828,73.78,0.00086948,0.998798,0.999699

2026-06-23,0.154293,0.02583579,6.11,7.71,578.94,62750,0.08004,1685.81,2088.38,0.077493,0.109708,0.102753,7.67,43.8,2.01,4109.09,0.00031849,69.89,0.00084931,0.998795,0.999649

2026-06-24,0.151266,0.02573856,6.41,8.09,579.23,62779,0.078971,1673.47,2070.68,0.077457,0.107856,0.098816,7.63,42.01,1.98,4082.57,0.00029364,69.86,0.00086887,0.998728,0.999677

2026-06-25,0.149534,0.02462325,6.57,8.3,570.41,61610,0.077005,1646.41,2035.86,0.074786,0.105178,0.092852,7.5,41.74,1.97,3977.79,0.00031395,69.18,0.00086925,0.998422,0.999655

2026-06-26,0.143516,0.02485974,6.16,7.79,560.94,59969,0.074473,1559.1,1929.26,0.07301,0.101818,0.090477,7.21,41.47,1.82,4017.56,0.00029393,69.03,0.00086878,0.998547,0.999632

2026-06-27,0.147431,0.02473277,6.56,8.28,563.96,60096,0.075502,1574.51,1958.19,0.072213,0.101943,0.094724,7.36,42.2,1.8,4072.58,0.00030512,71.7,0.00085897,0.998538,0.999751

2026-06-28,0.143904,0.02497898,6.33,8,553.97,59881,0.073402,1565.41,1942.02,0.071225,0.100616,0.091913,7.24,42.22,1.85,4071.6,0.0003025,70.39,0.0008594,0.998589,0.999716

2026-06-29,0.144754,0.02497638,6.5,8.21,552.39,59926,0.072957,1576.93,1958.33,0.071483,0.099701,0.09234,7.29,42.69,1.86,4049.59,0.00030664,72.13,0.00083916,0.998386,0.999622

