coingecko-id:,cardano,apecoin,arbitrum,astroport-fi,cosmos,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,polkadot,ethereum,wrapped-steth,gmx,hedera-hashgraph,hbarx,indigo-dao-governance-token,kujira,lido-dao,chainlink,litecoin,terra-luna-2,mantadao,near,harmony,optimism,osmosis,pax-gold,benqi,lion-dao,snek,havven,solana,undead-blocks,tether,usd-coin
2025-04-08,0.600294,0.40237,0.276669,0.00940566,4.34,0.06941,17.3,20.67,562.9,79687,0.154396,3.63,1570.34,1891.05,12.6,0.1526363758,0.2014569232,0.799583,0.264586,0.665705,11.66,72.63,0.152009,0.075439,1.9053,0.00973906,0.610139,0.21522,3025.51,0.00708217,0.000000362746,0.00260107,0.604742,109.79,0.00166964,0.999686,0.999995
2025-04-09,0.558239,0.386339,0.268821,0.00921774,4.21,0.06438,16.16,19.36,550.55,76141,0.143958,3.38,1452.18,1740.2,12.22,0.1459642572,0.1929796579,0.737289,0.24019,0.64583,11.17,70.01,0.147058,0.072832,2.0974,0.00943919,0.596907,0.204638,3082.6,0.00691064,0.000000353269,0.00231895,0.592975,103.66,0.00165885,0.999493,0.999952
2025-04-10,0.624265,0.415006,0.287434,0.00962458,4.42,0.07535,18.2,21.83,575.86,81977,0.156892,3.54,1604.34,1918.76,13.84,0.1684835357,0.2228165208,0.787473,0.259629,0.729492,12.48,73.9,0.161515,0.077167,2.0078,0.01031497,0.655671,0.219071,3141.56,0.00761938,0.000000375962,0.00264024,0.630592,114.48,0.00166916,0.999447,0.999899
2025-04-11,0.630326,0.427696,0.297963,0.00961409,4.28,0.07203,19.42,23.3,589.28,83809,0.160317,3.58,1570.86,1884.79,14.05,0.167713966,0.2216616717,0.790253,0.263424,0.736689,12.73,76.88,0.163584,0.076722,2.0902,0.01073822,0.6647,0.219495,3253.64,0.00785596,0.000000373756,0.00265488,0.654757,120.77,0.00165783,0.999607,0.999966
2025-04-12,0.637328,0.425935,0.300927,0.00974615,4.2,0.07536,19.15,23.06,590.19,83656,0.162202,3.6,1595.93,1910.24,14.92,0.1676528653,0.220799846,0.796805,0.260477,0.743688,12.77,76.34,0.163868,0.077487,2.2114,0.01067545,0.669031,0.221768,3259.7,0.00782364,0.000000354208,0.00269291,0.654222,124.93,0.00170599,0.999579,0.999955
2025-04-13,0.649314,0.433848,0.306186,0.00959534,4.23,0.0805,19.9,23.91,587.12,84331,0.164564,3.72,1602.49,1920.65,14.61,0.1773635765,0.233964032,0.84987,0.247827,0.739398,12.83,78.66,0.164599,0.078247,2.095,0.01079174,0.690948,0.223403,3244.09,0.00794495,0.000000360526,0.00286975,0.648618,129.53,0.0016764,0.999713,1
2025-04-14,0.65046,0.431804,0.304937,0.00966259,4.21,0.07497,20.42,24.49,591.38,84844,0.165692,3.77,1671.16,2011,15.12,0.1651322839,0.2188636246,0.865868,0.24861,0.771047,13.14,78.57,0.161101,0.078481,2.1096,0.01094778,0.6801,0.220902,3243.52,0.00806263,0.000000373136,0.00277869,0.654012,132.99,0.00174704,0.999873,0.999946
2025-04-15,0.643151,0.423772,0.293842,0.00960855,4.16,0.07251,20.13,24.26,589.77,86227,0.160881,3.71,1650.95,1978.75,15.83,0.1650461147,0.2181323088,0.857931,0.239942,0.713522,12.78,77.89,0.159343,0.078596,2.0332,0.01067729,0.661264,0.21617,3235.66,0.00794548,0.00000037455,0.00272187,0.659304,133.71,0.00172755,0.99993,0.999988
2025-04-16,0.605529,0.408612,0.276466,0.00963496,4.01,0.072,18.89,22.75,580.44,83942,0.153315,3.52,1575.63,1889.8,15.84,0.156988867,0.2079990299,0.784861,0.234266,0.672158,12.15,74.08,0.153711,0.07657,1.9663,0.01010003,0.629653,0.205122,3325.61,0.00763547,0.000000378804,0.00253317,0.627704,125.51,0.00169013,0.999929,0.999953
2025-04-17,0.620855,0.415835,0.282207,0.00953931,4.1,0.06999,19.31,23.2,586.96,84786,0.156839,3.63,1599.73,1914.87,15.2,0.1573192168,0.2081420149,0.815568,0.239986,0.692314,12.5,75.41,0.155609,0.075358,2.0489,0.01030773,0.644567,0.206986,3352.28,0.00786104,0.000000375634,0.0025895,0.625694,134.13,0.00168889,0.999797,0.99999
2025-04-18,0.61697,0.430475,0.291574,0.00958192,4.18,0.07106,19.11,22.98,591.7,84628,0.156024,3.73,1593.04,1905.73,15.93,0.1630145069,0.216465808,0.821836,0.242422,0.695046,12.55,75.84,0.159902,0.076025,2.0551,0.01113986,0.661614,0.211348,3353.63,0.00811123,0.000000370377,0.00245717,0.635115,134.88,0.00173103,0.999869,0.999942
2025-04-19,0.627085,0.443223,0.292436,0.00947865,4.15,0.07305,19.5,23.43,590.93,85210,0.158041,3.74,1596.54,1914.4,15.51,0.1649664805,0.2188006612,0.824222,0.241045,0.694116,12.75,76,0.161499,0.075864,2.1803,0.01090134,0.670985,0.214445,3345.63,0.00810202,0.000000381803,0.00253424,0.625249,138.76,0.0017259,0.999914,0.999917
2025-04-20,0.615105,0.459069,0.298778,0.00971569,4.14,0.07567,19.34,23.24,590.37,84213,0.153425,3.83,1574.29,1886.05,14.86,0.1668610123,0.2203206307,0.816908,0.241866,0.702857,12.94,75.79,0.164159,0.076194,2.2402,0.01100799,0.703029,0.216937,3356.91,0.00824994,0.000000385091,0.00245927,0.632208,136.66,0.00175557,1,0.999985
2025-04-21,0.643215,0.47519,0.311983,0.00976473,4.27,0.08739,20.59,24.76,602.06,87269,0.161762,3.91,1629.2,1951.95,14.88,0.1659258523,0.2185284014,0.856126,0.246763,0.737204,13.44,80.39,0.169887,0.078211,2.2143,0.01158567,0.725099,0.223494,3431.43,0.0084739,0.000000402366,0.002623,0.67852,138.9,0.00172769,1,0.999899
2025-04-22,0.639111,0.466278,0.302393,0.00928567,4.12,0.08331,20.41,24.55,606.11,88727,0.164501,3.78,1633.36,1958.47,13.91,0.1692298845,0.2234725559,0.83896,0.24415,0.734036,13.46,79.95,0.165735,0.077671,2.4029,0.01186266,0.699803,0.2208,3476.04,0.00884562,0.000000347779,0.00263203,0.698318,140.55,0.00178084,1,0.999955
2025-04-23,0.704516,0.511318,0.331508,0.00935186,4.39,0.08936,22.76,27.36,611.93,93704,0.183089,4.13,1810.56,2161.1,15.14,0.1816491284,0.2403685162,0.94372,0.252492,0.822964,15.05,84.39,0.177704,0.08184,2.4694,0.01336977,0.760194,0.242029,3339.06,0.00905416,0.000000424737,0.00307079,0.74228,152.19,0.00218966,1,0.999941
2025-04-24,0.686114,0.510083,0.332517,0.0096481,4.36,0.09318,21.95,26.35,597.06,92510,0.173176,3.99,1750.46,2102.85,14.75,0.1802976866,0.238873878,0.912045,0.242899,0.807326,14.4,81.46,0.181489,0.081057,2.539,0.01303993,0.75111,0.235975,3359.95,0.00876768,0.000000438803,0.00289792,0.698914,147.24,0.00217872,1,0.999892
2025-04-25,0.710885,0.527555,0.343575,0.00965712,4.52,0.09114,22.3,26.88,603.9,94392,0.180439,4.25,1772.49,2129.49,15.28,0.1881571769,0.2483527921,0.940993,0.23657,0.845231,14.94,85.51,0.184972,0.080972,2.6176,0.01363758,0.793511,0.244851,3275.57,0.00891142,0.000000438493,0.00330963,0.757222,153.42,0.00218152,1.001,0.999999
2025-04-26,0.705657,0.541492,0.344451,0.00911522,4.59,0.1083,21.85,26.28,603.7,94117,0.181348,4.23,1791.39,2147.71,15.7,0.1924746304,0.2545878144,0.950096,0.257495,0.845801,14.78,85.83,0.189017,0.082008,2.6237,0.01334721,0.821418,0.249833,3312.8,0.00881055,0.000000460679,0.00360239,0.751124,148.68,0.00217918,1,0.999948
2025-04-27,0.694856,0.529722,0.33894,0.00904945,4.48,0.09695,22.08,26.56,599.95,93886,0.180202,4.11,1804.5,2167.19,15.6,0.191728774,0.2536652858,0.961959,0.264457,0.850206,14.54,85.99,0.184686,0.08164,2.4914,0.01300404,0.804648,0.247099,3315.52,0.00884912,0.000000434559,0.00351384,0.750363,147.89,0.00215492,1,1
2025-04-28,0.717086,0.538509,0.343981,0.008714,4.45,0.09321,22.16,26.66,607.06,95338,0.181124,4.22,1810.52,2173.29,15.76,0.1906269943,0.2528292435,1.052,0.268623,0.863209,14.9,87.12,0.187338,0.080246,2.5953,0.01350182,0.789336,0.246576,3302.27,0.00880097,0.000000441848,0.00380445,0.736947,151.18,0.0021584,1,0.999999
2025-04-29,0.711497,0.542523,0.335312,0.00844142,4.45,0.09571,22.02,26.51,602.95,94979,0.178211,4.22,1829.45,2198.05,15.61,0.1908283966,0.2529016962,1.035,0.277268,0.848168,14.97,85.41,0.184651,0.081954,2.5295,0.01388319,0.780957,0.231643,3312.55,0.00856506,0.000000435112,0.00355067,0.730785,148.36,0.00217866,1,0.999933
2025-04-30,0.700109,0.54293,0.334326,0.00830514,4.41,0.09549,21.64,26.12,602.23,95168,0.175813,4.15,1814.88,2178.15,14.66,0.1862585515,0.24637684,0.961936,0.291691,0.839467,14.62,85.08,0.185837,0.081991,2.4628,0.01358854,0.761275,0.237835,3284.89,0.00857906,0.000000441972,0.00345322,0.730564,147.9,0.00214819,1,0.999889
2025-05-01,0.700282,0.537809,0.338484,0.00842859,4.39,0.09324,21.29,25.64,603.26,96174,0.178013,4.16,1836.3,2197.78,14.3,0.182189144,0.2406268885,0.94938,0.295086,0.851576,14.85,86.51,0.184818,0.082821,2.5412,0.01381693,0.73341,0.238198,3244.93,0.00849129,0.000000465866,0.00351643,0.72626,151.51,0.00217296,1,0.999907
2025-05-02,0.706794,0.534431,0.336167,0.00859744,4.43,0.09368,21.31,25.64,598.28,96984,0.18121,4.18,1833.62,2200.35,13.99,0.1861549622,0.2464971761,0.954928,0.310989,0.852182,14.59,88.75,0.184745,0.083138,2.5088,0.01335898,0.712858,0.229505,3271.05,0.00846878,0.000000471979,0.00347533,0.715706,150.27,0.00215085,1,0.999902
2025-05-03,0.698778,0.500205,0.318902,0.00823106,4.21,0.09323,20.48,24.69,599.74,95871,0.1753,4.01,1834.5,2202.54,13.41,0.186741317,0.2469350913,0.939016,0.349019,0.820403,14.19,86,0.170702,0.081957,2.426,0.01244451,0.675854,0.216223,3254.96,0.00801685,0.000000450278,0.00340093,0.667567,146.49,0.00215237,1,0.9999
2025-05-04,0.690104,0.497193,0.316753,0.00842198,4.14,0.08733,20.1,24.23,593.28,95469,0.174244,3.96,1830.27,2196.34,13.37,0.180518313,0.2393399845,0.925912,0.354595,0.814018,14.07,86.13,0.169935,0.081129,2.3235,0.01225888,0.681306,0.216005,3259.74,0.00796376,0.000000425536,0.00331326,0.666127,145.68,0.00215214,1,0.999966
2025-05-05,0.666179,0.489688,0.312274,0.00794659,4.08,0.08719,19.55,23.56,596.04,94365,0.171001,3.93,1805.93,2167.08,13.11,0.1767218202,0.2338952686,0.904435,0.322589,0.803277,13.77,88.26,0.16906,0.08071,2.3165,0.01195473,0.659889,0.214355,3334.11,0.00778043,0.000000436684,0.00309461,0.645531,144.67,0.00215224,1,1
2025-05-06,0.653303,0.474201,0.302186,0.00750141,4.03,0.08779,19.56,23.58,595.1,93945,0.166114,3.87,1775.09,2127.14,12.64,0.1735452587,0.2302629959,0.879817,0.302852,0.753777,13.33,81.89,0.161505,0.079512,2.3291,0.01174856,0.616773,0.210743,3398.8,0.00770473,0.000000432508,0.00296747,0.62949,142.96,0.00216335,0.999795,0.999987
2025-05-07,0.680723,0.488529,0.306909,0.00748928,4.14,0.08799,19.68,23.76,608.56,97017,0.173003,3.96,1830.8,2199.04,13.19,0.1770135579,0.2338972226,0.918965,0.293083,0.786465,13.81,91.02,0.165899,0.081317,2.2849,0.01203726,0.598677,0.217182,3392.06,0.00777788,0.000000454732,0.00320694,0.651215,147.25,0.00206377,0.999978,1
2025-05-08,0.718721,0.525306,0.334841,0.00722944,4.35,0.08751,20.75,25.01,615.83,99454,0.184351,4.22,1977.22,2367.81,13.93,0.1756818795,0.232868942,0.945179,0.352104,0.865854,14.88,92.13,0.175293,0.083988,2.7225,0.01282275,0.633677,0.228624,3366.52,0.00801555,0.000000473971,0.00343731,0.679413,155.03,0.00209019,1,1
2025-05-09,0.79006,0.617343,0.375777,0.00743749,4.9,0.09196,23.36,28.17,636.76,102932,0.206122,4.65,2334.37,2809.04,15.36,0.194725092,0.2585882794,1.032,0.453175,1.023,16.15,98.48,0.195531,0.090548,2.898,0.01461451,0.740236,0.249039,3336.55,0.00897855,0.000000536155,0.00376257,0.802972,171.03,0.00248905,0.999862,0.999993
2025-05-10,0.814728,0.671121,0.472513,0.00784178,5.25,0.09675,25.19,30.38,658.2,104107,0.242464,5.09,2531.96,3042.07,16.67,0.2021541976,0.2676198346,1.07,0.43142,1.13,16.94,103.83,0.220589,0.098142,3.352,0.01605457,0.91656,0.264415,3327.78,0.00966128,0.000000603846,0.00380203,0.863955,177.56,0.00242073,1,1
2025-05-11,0.801132,0.659183,0.460723,0.01201642,5.25,0.1031,24.79,29.87,657.9,104742,0.23395,5.09,2522.39,3029.96,16.25,0.2190995904,0.2902036585,1.037,0.443281,1.12,16.64,101.38,0.219772,0.095645,3.1375,0.01599643,0.875262,0.265105,3324.97,0.00955989,0.000000603868,0.00371976,0.876112,174.03,0.0024387,1,0.999951
2025-05-12,0.83904,0.681739,0.457491,0.00876967,5.33,0.09721,25.17,30.25,689.23,104060,0.242734,5.26,2547.97,3057.98,16.36,0.2062246106,0.2734468969,1.079,0.494516,1.11,17.33,102.5,0.221001,0.107873,3.1826,0.0166431,0.872419,0.266996,3242.16,0.00965813,0.000000606333,0.00399982,0.897746,175.13,0.00243559,1,0.999993
2025-05-13,0.802838,0.679482,0.42824,0.00914957,5.14,0.09962,24.57,29.81,653.43,103660,0.229047,5.01,2521.24,3013.53,15.71,0.2158695003,0.2864144352,1.049,0.424467,1.07,16.69,102.84,0.20943,0.098182,3.2201,0.0159067,0.810042,0.260004,3256.69,0.00937393,0.000000575552,0.00379149,0.887189,174.39,0.00247127,1,0.999936
2025-05-14,0.825748,0.679484,0.438429,0.01037393,5.17,0.10205,25.84,31.2,656.68,104070,0.237625,5.1,2623.33,3159.7,16.67,0.2167616162,0.2887211493,1.12,0.412554,1.1,17.07,102.57,0.218741,0.097846,3.0496,0.01627856,0.855018,0.263374,3224.57,0.00950525,0.000000583891,0.003891,0.923114,181.25,0.00248388,0.99994,0.999947
2025-05-15,0.774719,0.641787,0.413889,0.01013139,4.89,0.09849,23.96,28.98,654.13,102668,0.227811,4.8,2561.8,3064.71,15.46,0.2060306457,0.2738631342,1.037,0.492786,1.008,16.33,98.41,0.202678,0.089855,2.8733,0.01486436,0.784155,0.243129,3196.33,0.00876653,0.0000005646,0.00356345,0.845056,171.87,0.0024297,1,0.999882
2025-05-16,0.778314,0.632176,0.41119,0.01075833,4.94,0.09374,23.76,28.82,653.83,103657,0.227078,4.91,2605.11,3146.33,15.43,0.1972976697,0.2623310136,1.027,0.526063,0.994301,16.29,101.26,0.200852,0.098533,2.8082,0.01491444,0.752669,0.239496,3187.27,0.00874915,0.000000569403,0.00361276,0.831162,173.04,0.00243195,1,0.999887
2025-05-17,0.760237,0.621763,0.377934,0.0112988,4.79,0.09279,22.79,27.51,641.79,102996,0.215566,4.69,2482.91,2982.8,14.55,0.195464701,0.2601760761,0.996971,0.496725,0.936819,15.32,98.81,0.188333,0.101289,2.6919,0.01374197,0.703717,0.230435,3217.62,0.00838793,0.000000527133,0.00331649,0.799483,167.63,0.00247553,1,0.999866
2025-05-18,0.75581,0.644026,0.386386,0.0126184,4.82,0.09045,22.93,27.79,644.9,103831,0.222558,4.75,2502.93,3006.05,14.94,0.1907554593,0.2539525456,0.98693,0.535635,0.924279,15.64,98.22,0.19324,0.098527,2.818,0.01403141,0.709284,0.235909,3220.06,0.00853665,0.000000532993,0.00327031,0.813494,170.75,0.00247964,1,0.999857
2025-05-19,0.722128,0.63005,0.370249,0.01300311,4.62,0.09077,21.55,25.98,638.1,102446,0.215784,4.48,2399.66,2898.52,14.25,0.195337246,0.2579860651,0.93143,0.503484,0.867097,15.11,95.29,0.184997,0.094713,2.7671,0.0132074,0.681134,0.231001,3260.33,0.00815158,0.000000527092,0.00308238,0.765866,160.92,0.00244714,1,0.999866
2025-05-20,0.731453,0.640284,0.387653,0.01361439,4.72,0.09041,22.14,26.8,644.89,105165,0.220336,4.59,2482.56,2979.6,15.01,0.1936574759,0.2578928665,0.935954,0.568544,0.864221,15.53,93.83,0.189697,0.087887,2.8081,0.01388503,0.706229,0.237593,3295.56,0.00825092,0.000000529753,0.00308174,0.806116,166.65,0.00248347,1,0.999876
2025-05-21,0.751618,0.664211,0.397457,0.01407169,4.91,0.09027,22.62,27.32,652.94,106467,0.226061,4.67,2532.39,3040.89,15.12,0.1949561325,0.2598319441,0.969495,0.652568,0.880576,15.68,95,0.192387,0.087073,2.8802,0.0142343,0.735417,0.241279,3313.03,0.0083753,0.000000547043,0.00318718,0.800994,168.86,0.00249129,1,0.999846
2025-05-22,0.804319,0.697466,0.424412,0.01371892,5.1,0.09155,25.14,30.32,685.94,111192,0.240475,4.88,2647.84,3188.91,16.14,0.1985901936,0.264972597,1.047,0.606429,0.954078,16.54,98.46,0.202674,0.124378,3.0728,0.01544683,0.782006,0.247915,3318.03,0.00895829,0.000000588354,0.00355111,0.833213,178.09,0.00283958,0.999991,0.999798
2025-05-23,0.787078,0.678405,0.413565,0.01355169,5.12,0.09431,24.77,29.85,673.5,109800,0.236979,4.78,2579.83,3099.15,15.99,0.2045686839,0.2729176477,1.025,0.535729,0.916633,16.37,99.44,0.200667,0.124553,2.8058,0.01527159,0.788314,0.246378,3351.67,0.00881853,0.000000582428,0.00332377,0.823182,181.71,0.00283915,1,0.999801
2025-05-24,0.75993,0.653645,0.39825,0.01165572,4.81,0.09061,23.19,28.01,674.88,108855,0.228458,4.6,2559.19,3073.82,15.44,0.1904236416,0.2531852271,0.98672,0.543108,0.868579,15.74,97.08,0.1913,0.139075,2.7778,0.01428706,0.764662,0.236024,3364.4,0.00844359,0.000000557755,0.00321943,0.788049,176.58,0.00290501,1,0.9998
2025-05-25,0.741039,0.632924,0.38282,0.01107954,4.66,0.09122,22.42,26.97,663.55,107501,0.220105,4.47,2509.42,3017.78,14.88,0.1883642022,0.2514013426,0.93578,0.530669,0.852899,15.18,94.77,0.185713,0.133813,2.7932,0.01352226,0.725651,0.229955,3371.84,0.00810178,0.000000541944,0.00303009,0.753946,172.14,0.00287419,1,0.999787
2025-05-26,0.768243,0.667667,0.398895,0.01107389,4.86,0.08953,23.63,28.57,674.71,109805,0.226049,4.53,2565.18,3081.02,15.44,0.1881981603,0.2503477427,0.984148,0.518047,0.876956,15.7,97.04,0.19079,0.140936,2.7646,0.01420695,0.762387,0.235166,3339.53,0.00833705,0.00000056275,0.00322481,0.780314,177.64,0.00288999,1,0.999801
2025-05-27,0.772407,0.69638,0.411365,0.0107854,4.93,0.0923,23.73,28.77,685.57,110383,0.231292,4.6,2667.87,3199.39,16.5,0.1855477859,0.2477901743,0.993213,0.487651,0.929236,16.04,96.56,0.19514,0.150536,2.8144,0.01452554,0.785658,0.237929,3313.14,0.00848235,0.000000571987,0.0031774,0.804183,178.69,0.00294133,1,0.999793
2025-05-28,0.758522,0.703921,0.412103,0.01092939,4.82,0.09549,23.55,28.63,688.31,108865,0.223334,4.63,2666.92,3208.08,16.21,0.1874252639,0.2501730362,0.962955,0.501762,0.931498,15.97,96.92,0.195474,0.137899,2.7737,0.01443144,0.787438,0.235979,3323.85,0.00851198,0.000000576401,0.00309129,0.793734,174.21,0.00297749,1,0.999791
2025-05-29,0.737016,0.715278,0.40912,0.01137587,4.76,0.091367,22.79,27.57,680.26,106960,0.219607,4.5,2645.95,3185.78,16.04,0.1857825824,0.2474642449,1.02,0.524463,0.921833,15.37,95.43,0.189339,0.132282,2.83,0.0136282,0.752536,0.228734,3333.56,0.00822723,0.000000559451,0.00302575,0.751941,169.38,0.00303432,1,0.999798
2025-05-30,0.707401,0.682924,0.36877,0.01080025,4.44,0.088932,21.72,26.19,670.98,105712,0.204675,4.2,2612.99,3155.47,15.31,0.1796625312,0.2395920821,0.943117,0.487308,0.968705,14.5,90.29,0.17856,0.129246,2.63,0.01267305,0.689389,0.217256,3307.15,0.00792813,0.000000526093,0.00284805,0.714576,163.44,0.00298123,1,0.999825
2025-05-31,0.676292,0.605512,0.340563,0.01054856,4.32,0.08283,20.61,24.87,657.49,104133,0.192373,4.07,2533.73,3050.67,14.46,0.1672954935,0.2224158997,0.893436,0.394953,0.821517,13.88,86.83,0.167541,0.120581,2.43,0.01198989,0.640326,0.20857,3301.57,0.00743433,0.000000495156,0.00252408,0.673198,155.23,0.00292727,1,0.99978
2025-06-01,0.663428,0.623528,0.334801,0.01067088,4.3,0.08372,20.39,24.67,650.39,104128,0.18921,4.02,2497.29,3006.93,14.48,0.1675787228,0.222708594,0.920115,0.364093,0.846416,13.8,86.82,0.169641,0.118719,2.39,0.01182095,0.639327,0.214355,3308.5,0.00806653,0.000000508499,0.00244617,0.671755,152.04,0.00290154,1,0.999782
2025-06-02,0.666896,0.633068,0.335725,0.01062259,4.29,0.082844,20.31,24.56,651.99,104142,0.189709,3.97,2483.14,2990.24,14.66,0.1687249794,0.2248751681,0.999623,0.385908,0.822518,13.69,87.97,0.169336,0.120075,2.39,0.01186245,0.636527,0.211997,3366.69,0.00786494,0.000000500762,0.00252114,0.673077,153.82,0.00291006,1,0.999767
2025-06-03,0.690615,0.690283,0.364507,0.01033562,4.44,0.083037,21.21,25.66,664.35,105373,0.19547,4.14,2607.89,3133.29,16.15,0.1716477491,0.228138207,1.067,0.383101,0.859783,14.1,89,0.177142,0.134019,2.52,0.01250249,0.668696,0.216928,3368.3,0.00804355,0.000000520618,0.00290881,0.708056,161.03,0.00302999,1.001,0.99978
2025-06-04,0.690814,0.752034,0.361967,0.01037649,4.36,0.081511,20.99,25.41,668.05,105013,0.192812,4.09,2624.58,3156.54,15.98,0.172047922,0.2288073182,1.034,0.419037,0.853006,14.14,89.95,0.173091,0.140178,2.5,0.01202597,0.641513,0.211526,3369.48,0.00789224,0.000000508616,0.0028749,0.684035,155.75,0.00306184,1,0.999797
2025-06-05,0.680393,0.703498,0.351355,0.01023473,4.29,0.080644,20.15,24.32,663.83,104851,0.189392,4.01,2607.82,3136.83,15.62,0.1673753516,0.2220835434,1.089,0.363171,0.849571,13.76,87.77,0.169668,0.134962,2.46,0.01175873,0.632422,0.206363,3410.85,0.00786744,0.000000501816,0.00269579,0.681743,152.44,0.00302604,1,0.999758
2025-06-06,0.653899,0.724448,0.333801,0.00958222,4.16,0.075433,19.4,23.46,647.19,103992,0.17796,3.91,2478.62,2987.93,15.13,0.1598721551,0.2128373924,1.024,0.378642,0.775277,13.23,84.78,0.163496,0.132818,2.3,0.01130636,0.59979,0.197675,3378.38,0.00769595,0.000000487037,0.00253575,0.647121,149.67,0.00293965,1,0.999784
2025-06-07,0.669204,0.711419,0.344806,0.00918736,4.3,0.078262,21.01,25.39,648.4,105236,0.186238,4.03,2496.32,3011.22,15.53,0.1648161428,0.2198183569,1.06,0.378727,0.813347,14.01,88.55,0.166474,0.135039,2.43,0.01175312,0.631119,0.198773,3336.63,0.00791623,0.000000490231,0.00270497,0.659355,151.52,0.00295589,1,0.999733
2025-06-08,0.665296,0.709121,0.343698,0.00930112,4.26,0.078749,20.43,24.73,650.37,105619,0.183306,4.04,2508.02,3026.25,15.88,0.1688693194,0.2252571874,1.049,0.390091,0.814425,13.73,87.25,0.166271,0.132754,2.41,0.01162108,0.615955,0.197121,3338.81,0.00784663,0.000000489219,0.0025155,0.653228,149.45,0.00285133,1,0.999794
2025-06-09,0.674645,0.703785,0.349063,0.00880406,4.31,0.080063,20.81,25.28,655.98,107695,0.186078,4.06,2540.51,3060.2,16.34,0.1691968204,0.2265107966,1.056,0.390252,0.828845,13.89,89.15,0.170465,0.132604,2.47,0.01183074,0.61891,0.200285,3340.87,0.00795685,0.000000470471,0.00250659,0.660188,155.22,0.00282242,1,0.999798
2025-06-10,0.709377,0.739255,0.399419,0.00927133,4.56,0.082344,22.38,27.13,666.26,109547,0.19674,4.28,2765.02,3342,17.84,0.1777564499,0.2374135367,1.064,0.367028,0.954657,15.29,92.46,0.181394,0.136485,2.64,0.01292112,0.709739,0.214019,3352.77,0.00839847,0.000000514531,0.00264696,0.722436,160.51,0.00293272,1,0.999799
2025-06-11,0.713733,0.71991,0.400541,0.00997334,4.51,0.081194,21.96,26.56,666.95,109230,0.198951,4.22,2770.98,3337.27,17.46,0.1800168415,0.2406144072,1.13,0.371472,0.960952,15.15,91.03,0.177587,0.148528,2.6,0.01228375,0.708105,0.201436,3348.36,0.00821973,0.000000514531,0.00271174,0.720773,164.27,0.00307644,0.999928,0.999765
2025-06-12,0.684221,0.706614,0.387074,0.0103363,4.41,0.079234,21.13,25.58,663.27,107003,0.188131,4.08,2747.26,3311.91,16.06,0.1729907379,0.231595679,1.15,0.39027,0.938767,14.33,88.87,0.171017,0.141444,2.48,0.01132401,0.683305,0.188982,3406.42,0.00776967,0.000000514531,0.00252991,0.681095,158.63,0.00303916,1,0.999815
2025-06-13,0.639261,0.66301,0.345146,0.01008588,4.13,0.073693,19.34,23.48,652.99,105581,0.178142,3.82,2557.13,3080.43,15.1,0.1632847425,0.2184488418,1.078,0.395438,0.812268,13.45,84.48,0.158294,0.134646,2.24,0.01056507,0.580547,0.176519,3452.68,0.0072222,0.000000514531,0.00230307,0.611241,147.03,0.00277341,1,0.99973
2025-06-14,0.634537,0.693592,0.339533,0.01017955,4.13,0.075506,19.1,23.08,648.48,105043,0.177876,3.8,2533.93,3051.74,14.86,0.1588370798,0.211801561,1.074,0.399073,0.81228,13.12,86.33,0.165678,0.131685,2.23,0.01051284,0.601632,0.176999,3462.01,0.00723146,0.000000514531,0.00228659,0.612766,145.47,0.00287392,1,0.999721
2025-06-15,0.627186,0.672288,0.32765,0.01017423,4.08,0.074506,19,22.96,649.14,105135,0.174358,3.79,2522.18,3039.82,15.1,0.1552947674,0.2077501446,1.079,0.39595,0.812171,13.1,85.46,0.162759,0.122141,2.21,0.01043771,0.590036,0.175775,3494.54,0.00717458,0.000000514531,0.00222609,0.609801,146.55,0.0028209,1,0.999792
2025-06-16,0.650614,0.677986,0.337984,0.01051452,4.26,0.077598,19.79,23.9,657.82,107530,0.178039,3.95,2641.05,3185.66,16.11,0.154576133,0.2060247261,1.2,0.382473,0.856267,13.82,88.15,0.167645,0.134432,2.35,0.01127636,0.609029,0.180803,3426.77,0.00715945,0.000000514531,0.0022042,0.641475,157.01,0.00262565,1,0.999786
2025-06-17,0.623696,0.660551,0.312599,0.01035015,4.08,0.074274,18.98,22.93,653.85,105791,0.171919,3.78,2555.65,3077.23,15.32,0.1543155747,0.2059962738,1.097,0.350219,0.798063,13.27,85.27,0.160943,0.133221,2.2,0.01032294,0.572306,0.174182,3416.52,0.00692259,0.000000514531,0.00207373,0.60033,151,0.002699,1,0.999803
2025-06-18,0.605263,0.623231,0.299503,0.01002808,3.98,0.07205,18.49,22.43,644.08,104767,0.168366,3.68,2508.66,3019.88,14.6,0.1491680614,0.1993215332,1.027,0.339251,0.759921,12.82,84.46,0.155594,0.130452,2.12,0.00981732,0.542032,0.169285,3409.57,0.00662275,0.000000454819,0.00191716,0.580366,146.01,0.00260304,1,0.999735
2025-06-19,0.598189,0.626697,0.302884,0.01010471,4.01,0.072036,17.9,21.7,642.61,104640,0.16941,3.58,2518.42,3037.31,14.77,0.1476386482,0.1971512914,0.979372,0.332476,0.774653,13.05,85.15,0.156538,0.131736,2.17,0.00984015,0.566433,0.170343,3385,0.0064796,0.000000454819,0.0020331,0.592656,144.85,0.00249969,1,0.999798
